Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
309,SA_0000001688,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2003,SEX,SEX_MLE,,,,,,,0.0 [0.0 - 0.0],0,0,0,,2024-06-21T08:49:58Z,2003,2003-01-01,2003-12-31
1450,SA_0000001688,COUNTRY,CHE,EUR,Europe,YEAR,2000,SEX,SEX_FMLE,,,,,,,5.7 [4.1 - 7.3],5.71776,4.12261,7.30237,,2024-06-21T08:49:58Z,2000,2000-01-01,2000-12-31
2149,SA_0000001688,COUNTRY,MEX,AMR,Americas,YEAR,2012,SEX,SEX_BTSX,,,,,,,4.9 [2.6 - 7.3],4.92457,2.56311,7.34338,,2024-06-21T08:49:58Z,2012,2012-01-01,2012-12-31
3987,SA_0000001688,COUNTRY,COG,AFR,Africa,YEAR,2000,SEX,SEX_BTSX,,,,,,,2.8 [1.3 - 4.5],2.83255,1.33147,4.48262,,2024-06-21T08:49:58Z,2000,2000-01-01,2000-12-31
6097,SA_0000001688,COUNTRY,IND,SEAR,South-East Asia,YEAR,2012,SEX,SEX_MLE,,,,,,,8.3 [4.2 - 12.2],8.25404,4.20932,12.24148,,2024-06-21T08:49:58Z,2012,2012-01-01,2012-12-31
6502,SA_0000001688,COUNTRY,ECU,AMR,Americas,YEAR,2005,SEX,SEX_MLE,,,,,,,5.8 [3.2 - 8.6],5.80702,3.22564,8.59035,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
6808,SA_0000001688,COUNTRY,CYP,EUR,Europe,YEAR,2009,SEX,SEX_BTSX,,,,,,,9.4 [6.6 - 12.5],9.43198,6.56167,12.52342,,2024-06-21T08:49:58Z,2009,2009-01-01,2009-12-31
7412,SA_0000001688,COUNTRY,VCT,AMR,Americas,YEAR,2020,SEX,SEX_BTSX,,,,,,,5.6 [3.2 - 8.1],5.6233,3.20511,8.10457,Data is for 2020 only; it is not a three-year average.,2024-06-21T08:49:58Z,2020,2020-01-01,2020-12-31
7746,SA_0000001688,COUNTRY,IRL,EUR,Europe,YEAR,2013,SEX,SEX_BTSX,,,,,,,11.7 [8.6 - 14.8],11.71939,8.6121,14.78368,,2024-06-21T08:49:58Z,2013,2013-01-01,2013-12-31
7763,SA_0000001688,COUNTRY,AND,EUR,Europe,YEAR,2010,SEX,SEX_FMLE,,,,,,,4.9 [3.5 - 6.5],4.94453,3.48387,6.50001,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
8458,SA_0000001688,COUNTRY,SVK,EUR,Europe,YEAR,2009,SEX,SEX_BTSX,,,,,,,10.9 [7.7 - 14.0],10.89001,7.68664,14.02669,,2024-06-21T08:49:58Z,2009,2009-01-01,2009-12-31
8834,SA_0000001688,COUNTRY,GTM,AMR,Americas,YEAR,2016,SEX,SEX_BTSX,,,,,,,1.6 [0.5 - 2.8],1.62179,0.50746,2.79071,,2024-06-21T08:49:58Z,2016,2016-01-01,2016-12-31
9025,SA_0000001688,COUNTRY,MWI,AFR,Africa,YEAR,2020,SEX,SEX_BTSX,,,,,,,3.6 [1.7 - 5.7],3.61146,1.71227,5.65736,Data is for 2020 only; it is not a three-year average.,2024-06-21T08:49:58Z,2020,2020-01-01,2020-12-31
9714,SA_0000001688,COUNTRY,OMN,EMR,Eastern Mediterranean,YEAR,2017,SEX,SEX_FMLE,,,,,,,0.2 [0.0 - 0.4],0.16447,0.01967,0.38066,,2024-06-21T08:49:58Z,2017,2017-01-01,2017-12-31
10080,SA_0000001688,UNREGION,514,,,YEAR,2005,SEX,SEX_BTSX,,,,,,,10.9 [10.0-11.8],10.85353,9.95084,11.84921,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:55Z,2005,2005-01-01,2005-12-31
10136,SA_0000001688,COUNTRY,HRV,EUR,Europe,YEAR,2001,SEX,SEX_MLE,,,,,,,17.7 [11.2 - 24.6],17.74096,11.23478,24.57364,,2024-06-21T08:49:58Z,2001,2001-01-01,2001-12-31
11715,SA_0000001688,COUNTRY,CHE,EUR,Europe,YEAR,2014,SEX,SEX_MLE,,,,,,,17.0 [12.3 - 22.0],16.95942,12.3147,21.9582,,2024-06-21T08:49:58Z,2014,2014-01-01,2014-12-31
11793,SA_0000001688,COUNTRY,CZE,EUR,Europe,YEAR,2009,SEX,SEX_MLE,,,,,,,21.7 [16.6 - 27.3],21.6988,16.64376,27.25561,,2024-06-21T08:49:58Z,2009,2009-01-01,2009-12-31
12455,SA_0000001688,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2005,SEX,SEX_FMLE,,,,,,,0.1 [0.0 - 0.3],0.11369,0.00121,0.30869,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
12702,SA_0000001688,COUNTRY,SYR,EMR,Eastern Mediterranean,YEAR,2017,SEX,SEX_FMLE,,,,,,,0.0 [0.0 - 0.2],0.04843,0,0.17394,,2024-06-21T08:49:58Z,2017,2017-01-01,2017-12-31
13296,SA_0000001688,COUNTRY,TCD,AFR,Africa,YEAR,2016,SEX,SEX_FMLE,,,,,,,1.4 [0.5 - 2.3],1.41071,0.51721,2.33629,,2024-06-21T08:49:58Z,2016,2016-01-01,2016-12-31
13475,SA_0000001688,COUNTRY,CPV,AFR,Africa,YEAR,2017,SEX,SEX_MLE,,,,,,,10.0 [6.2 - 14.0],9.97663,6.20588,14.00985,,2024-06-21T08:49:58Z,2017,2017-01-01,2017-12-31
14529,SA_0000001688,COUNTRY,DEU,EUR,Europe,YEAR,2012,SEX,SEX_FMLE,,,,,,,5.6 [4.0 - 7.2],5.56621,4.0086,7.1915,,2024-06-21T08:49:58Z,2012,2012-01-01,2012-12-31
15010,SA_0000001688,COUNTRY,JAM,AMR,Americas,YEAR,2003,SEX,SEX_BTSX,,,,,,,3.1 [1.3 - 5.1],3.09558,1.33717,5.05076,,2024-06-21T08:49:58Z,2003,2003-01-01,2003-12-31
16129,SA_0000001688,COUNTRY,PAN,AMR,Americas,YEAR,2008,SEX,SEX_FMLE,,,,,,,2.5 [1.6 - 3.5],2.45162,1.56016,3.45015,,2024-06-21T08:49:58Z,2008,2008-01-01,2008-12-31
16550,SA_0000001688,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,2003,SEX,SEX_MLE,,,,,,,1.2 [0.1 - 2.8],1.19539,0.06954,2.77911,,2024-06-21T08:49:58Z,2003,2003-01-01,2003-12-31
17370,SA_0000001688,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2012,SEX,SEX_BTSX,,,,,,,1.3 [0.2 - 2.5],1.25595,0.24779,2.47635,,2024-06-21T08:49:58Z,2012,2012-01-01,2012-12-31
18286,SA_0000001688,COUNTRY,SEN,AFR,Africa,YEAR,2015,SEX,SEX_MLE,,,,,,,0.7 [0.0 - 1.8],0.66808,0,1.80148,,2024-06-21T08:49:58Z,2015,2015-01-01,2015-12-31
18755,SA_0000001688,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2007,SEX,SEX_BTSX,,,,,,,0.1 [0.0 - 0.7],0.14315,0,0.65273,,2024-06-21T08:49:58Z,2007,2007-01-01,2007-12-31
19171,SA_0000001688,GLOBAL,GLOBAL,,,YEAR,2002,SEX,SEX_FMLE,,,,,,,2.1 [1.9 - 2.3],2.10402,1.90484,2.33453,,2024-06-21T08:49:58Z,2002,2002-01-01,2002-12-31
19221,SA_0000001688,COUNTRY,OMN,EMR,Eastern Mediterranean,YEAR,2001,SEX,SEX_MLE,,,,,,,1.2 [0.1 - 2.8],1.23288,0.12559,2.77796,,2024-06-21T08:49:58Z,2001,2001-01-01,2001-12-31
19716,SA_0000001688,COUNTRY,THA,SEAR,South-East Asia,YEAR,2011,SEX,SEX_FMLE,,,,,,,3.1 [2.0 - 4.2],3.08185,2.03467,4.17839,,2024-06-21T08:49:58Z,2011,2011-01-01,2011-12-31
21394,SA_0000001688,COUNTRY,FSM,WPR,Western Pacific,YEAR,2002,SEX,SEX_FMLE,,,,,,,1.4 [0.7 - 2.1],1.35218,0.67164,2.10821,,2024-06-21T08:49:58Z,2002,2002-01-01,2002-12-31
21488,SA_0000001688,COUNTRY,PRK,SEAR,South-East Asia,YEAR,2001,SEX,SEX_FMLE,,,,,,,1.6 [0.8 - 2.4],1.5584,0.8205,2.40272,,2024-06-21T08:49:58Z,2001,2001-01-01,2001-12-31
22105,SA_0000001688,COUNTRY,BRB,AMR,Americas,YEAR,2002,SEX,SEX_MLE,,,,,,,11.6 [7.1 - 16.3],11.62097,7.11104,16.25293,,2024-06-21T08:49:58Z,2002,2002-01-01,2002-12-31
23415,SA_0000001688,COUNTRY,KGZ,EUR,Europe,YEAR,2006,SEX,SEX_FMLE,,,,,,,2.2 [1.4 - 3.0],2.15373,1.42941,2.99611,,2024-06-21T08:49:58Z,2006,2006-01-01,2006-12-31
23588,SA_0000001688,COUNTRY,SYR,EMR,Eastern Mediterranean,YEAR,2010,SEX,SEX_MLE,,,,,,,1.8 [0.2 - 3.8],1.75706,0.15029,3.77366,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
25652,SA_0000001688,COUNTRY,BWA,AFR,Africa,YEAR,2015,SEX,SEX_FMLE,,,,,,,2.4 [1.6 - 3.4],2.42996,1.60043,3.42983,,2024-06-21T08:49:58Z,2015,2015-01-01,2015-12-31
25886,SA_0000001688,COUNTRY,GIN,AFR,Africa,YEAR,2010,SEX,SEX_FMLE,,,,,,,0.1 [0.0 - 0.3],0.08781,0,0.25724,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
27600,SA_0000001688,COUNTRY,FSM,WPR,Western Pacific,YEAR,2005,SEX,SEX_FMLE,,,,,,,0.9 [0.4 - 1.5],0.88142,0.36031,1.48573,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
27862,SA_0000001688,COUNTRY,AND,EUR,Europe,YEAR,2011,SEX,SEX_BTSX,,,,,,,10.5 [7.4 - 13.5],10.46647,7.3614,13.52491,,2024-06-21T08:49:58Z,2011,2011-01-01,2011-12-31
29392,SA_0000001688,COUNTRY,BDI,AFR,Africa,YEAR,2017,SEX,SEX_BTSX,,,,,,,4.2 [2.2 - 6.2],4.15294,2.19867,6.24443,,2024-06-21T08:49:58Z,2017,2017-01-01,2017-12-31
31110,SA_0000001688,COUNTRY,MKD,EUR,Europe,YEAR,2003,SEX,SEX_MLE,,,,,,,8.1 [4.4 - 11.8],8.08525,4.42735,11.843,,2024-06-21T08:49:58Z,2003,2003-01-01,2003-12-31
31584,SA_0000001688,COUNTRY,TUR,EUR,Europe,YEAR,2001,SEX,SEX_MLE,,,,,,,4.3 [1.5 - 7.6],4.32384,1.53163,7.61646,,2024-06-21T08:49:58Z,2001,2001-01-01,2001-12-31
31798,SA_0000001688,COUNTRY,BLZ,AMR,Americas,YEAR,2010,SEX,SEX_BTSX,,,,,,,6.1 [3.5 - 8.8],6.13009,3.47285,8.77578,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
32557,SA_0000001688,COUNTRY,SWE,EUR,Europe,YEAR,2018,SEX,SEX_FMLE,,,,,,,4.2 [2.8 - 5.7],4.17948,2.79302,5.66419,,2024-06-21T08:49:58Z,2018,2018-01-01,2018-12-31
32620,SA_0000001688,COUNTRY,TUV,WPR,Western Pacific,YEAR,2014,SEX,SEX_BTSX,,,,,,,2.1 [0.8 - 3.6],2.11019,0.78206,3.63784,,2024-06-21T08:49:58Z,2014,2014-01-01,2014-12-31
32706,SA_0000001688,COUNTRY,PHL,WPR,Western Pacific,YEAR,2006,SEX,SEX_MLE,,,,,,,9.0 [5.4 - 12.8],8.96152,5.41736,12.7596,,2024-06-21T08:49:58Z,2006,2006-01-01,2006-12-31
33253,SA_0000001688,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2014,SEX,SEX_FMLE,,,,,,,0.2 [0.0 - 0.5],0.18118,0.00429,0.47077,,2024-06-21T08:49:58Z,2014,2014-01-01,2014-12-31
34279,SA_0000001688,COUNTRY,TZA,AFR,Africa,YEAR,2013,SEX,SEX_MLE,,,,,,,19.8 [13.2 - 26.4],19.77899,13.16102,26.4122,,2024-06-21T08:49:58Z,2013,2013-01-01,2013-12-31
35570,SA_0000001688,COUNTRY,ARG,AMR,Americas,YEAR,2010,SEX,SEX_MLE,,,,,,,12.0 [8.3 - 15.9],12.02459,8.31799,15.90557,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
35900,SA_0000001688,COUNTRY,PRY,AMR,Americas,YEAR,2010,SEX,SEX_MLE,,,,,,,10.0 [6.3 - 13.9],10.01016,6.30015,13.90182,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
36386,SA_0000001688,UNREGION,2,,,YEAR,2000,SEX,SEX_FMLE,,,,,,,1.7 [1.5-1.9],1.66911,1.47504,1.88758,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:49Z,2000,2000-01-01,2000-12-31
36930,SA_0000001688,COUNTRY,KIR,WPR,Western Pacific,YEAR,2007,SEX,SEX_BTSX,,,,,,,1.0 [0.0 - 2.6],1.02418,0,2.63894,,2024-06-21T08:49:58Z,2007,2007-01-01,2007-12-31
38770,SA_0000001688,COUNTRY,SOM,EMR,Eastern Mediterranean,YEAR,2004,SEX,SEX_BTSX,,,,,,,0.0 [0.0 - 0.0],0,0,0,,2024-06-21T08:49:58Z,2004,2004-01-01,2004-12-31
38915,SA_0000001688,COUNTRY,SLB,WPR,Western Pacific,YEAR,2008,SEX,SEX_FMLE,,,,,,,0.4 [0.1 - 0.8],0.38372,0.08251,0.78004,,2024-06-21T08:49:58Z,2008,2008-01-01,2008-12-31
38955,SA_0000001688,COUNTRY,ZAF,AFR,Africa,YEAR,2012,SEX,SEX_MLE,,,,,,,15.4 [10.7 - 20.3],15.41565,10.69957,20.2705,,2024-06-21T08:49:58Z,2012,2012-01-01,2012-12-31
39028,SA_0000001688,COUNTRY,RUS,EUR,Europe,YEAR,2014,SEX,SEX_BTSX,,,,,,,12.2 [8.7 - 15.6],12.16216,8.73894,15.6463,,2024-06-21T08:49:58Z,2014,2014-01-01,2014-12-31
39030,SA_0000001688,COUNTRY,LVA,EUR,Europe,YEAR,2007,SEX,SEX_BTSX,,,,,,,12.0 [8.3 - 15.8],11.95455,8.32461,15.77034,,2024-06-21T08:49:58Z,2007,2007-01-01,2007-12-31
39553,SA_0000001688,COUNTRY,AGO,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,,,,,,,2.7 [1.7 - 3.8],2.70738,1.68681,3.80409,,2024-06-21T08:49:58Z,2019,2019-01-01,2019-12-31
40287,SA_0000001688,COUNTRY,IND,SEAR,South-East Asia,YEAR,2002,SEX,SEX_MLE,,,,,,,3.5 [1.1 - 6.4],3.48434,1.05779,6.35599,,2024-06-21T08:49:58Z,2002,2002-01-01,2002-12-31
40360,SA_0000001688,COUNTRY,VNM,WPR,Western Pacific,YEAR,2014,SEX,SEX_MLE,,,,,,,13.9 [8.0 - 19.8],13.93755,8.04595,19.76749,,2024-06-21T08:49:58Z,2014,2014-01-01,2014-12-31
40875,SA_0000001688,COUNTRY,GHA,AFR,Africa,YEAR,2010,SEX,SEX_BTSX,,,,,,,5.5 [2.6 - 8.2],5.45291,2.55862,8.19607,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
41087,SA_0000001688,COUNTRY,AND,EUR,Europe,YEAR,2010,SEX,SEX_BTSX,,,,,,,10.8 [7.7 - 14.0],10.77698,7.70001,13.95082,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
41304,SA_0000001688,COUNTRY,TUN,EMR,Eastern Mediterranean,YEAR,2015,SEX,SEX_BTSX,,,,,,,2.0 [0.5 - 3.7],2.02867,0.54524,3.65244,,2024-06-21T08:49:58Z,2015,2015-01-01,2015-12-31
41344,SA_0000001688,COUNTRY,RUS,EUR,Europe,YEAR,2015,SEX,SEX_MLE,,,,,,,20.0 [14.2 - 26.0],19.99645,14.21265,25.95626,,2024-06-21T08:49:58Z,2015,2015-01-01,2015-12-31
41688,SA_0000001688,UNREGION,19,,,YEAR,2000,SEX,SEX_FMLE,,,,,,,3.4 [2.9-4.0],3.3912,2.85673,3.95964,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:51Z,2000,2000-01-01,2000-12-31
41777,SA_0000001688,COUNTRY,KEN,AFR,Africa,YEAR,2018,SEX,SEX_FMLE,,,,,,,1.0 [0.5 - 1.6],1.00283,0.46777,1.60945,,2024-06-21T08:49:58Z,2018,2018-01-01,2018-12-31
42371,SA_0000001688,COUNTRY,ATG,AMR,Americas,YEAR,2005,SEX,SEX_BTSX,,,,,,,6.0 [2.9 - 9.4],5.95229,2.86926,9.39119,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
42693,SA_0000001688,COUNTRY,CZE,EUR,Europe,YEAR,2003,SEX,SEX_BTSX,,,,,,,14.1 [10.9 - 17.5],14.13072,10.85944,17.51914,,2024-06-21T08:49:58Z,2003,2003-01-01,2003-12-31
44102,SA_0000001688,COUNTRY,MOZ,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,,,,,,,0.7 [0.2 - 1.2],0.68467,0.23917,1.21115,,2024-06-21T08:49:58Z,2019,2019-01-01,2019-12-31
45078,SA_0000001688,COUNTRY,ZAF,AFR,Africa,YEAR,2018,SEX,SEX_BTSX,,,,,,,8.8 [5.9 - 11.6],8.76621,5.92623,11.59075,,2024-06-21T08:49:58Z,2018,2018-01-01,2018-12-31
45150,SA_0000001688,COUNTRY,JOR,EMR,Eastern Mediterranean,YEAR,2002,SEX,SEX_MLE,,,,,,,0.8 [0.0 - 2.1],0.83698,0,2.13547,,2024-06-21T08:49:58Z,2002,2002-01-01,2002-12-31
45568,SA_0000001688,COUNTRY,USA,AMR,Americas,YEAR,2009,SEX,SEX_MLE,,,,,,,14.8 [10.6 - 19.2],14.7906,10.55212,19.18761,,2024-06-21T08:49:58Z,2009,2009-01-01,2009-12-31
46163,SA_0000001688,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2011,SEX,SEX_BTSX,,,,,,,0.5 [0.0 - 1.2],0.47902,0.03107,1.16625,,2024-06-21T08:49:58Z,2011,2011-01-01,2011-12-31
47694,SA_0000001688,COUNTRY,TJK,EUR,Europe,YEAR,2008,SEX,SEX_FMLE,,,,,,,0.2 [0.0 - 0.4],0.1805,0.01113,0.38676,,2024-06-21T08:49:58Z,2008,2008-01-01,2008-12-31
47746,SA_0000001688,COUNTRY,ISL,EUR,Europe,YEAR,2003,SEX,SEX_BTSX,,,,,,,7.2 [4.8 - 9.6],7.15592,4.78198,9.60972,,2024-06-21T08:49:58Z,2003,2003-01-01,2003-12-31
48735,SA_0000001688,COUNTRY,BGR,EUR,Europe,YEAR,2008,SEX,SEX_FMLE,,,,,,,4.6 [3.3 - 5.9],4.59561,3.32445,5.90224,,2024-06-21T08:49:58Z,2008,2008-01-01,2008-12-31
48832,SA_0000001688,REGION,SEAR,,,YEAR,2016,SEX,SEX_MLE,,,,,,,6.3 [3.7 - 9.2],6.31931,3.65387,9.19052,,2024-06-21T08:49:58Z,2016,2016-01-01,2016-12-31
48838,SA_0000001688,COUNTRY,MNG,WPR,Western Pacific,YEAR,2005,SEX,SEX_FMLE,,,,,,,1.9 [1.1 - 2.8],1.90284,1.13507,2.79172,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
48967,SA_0000001688,COUNTRY,STP,AFR,Africa,YEAR,2005,SEX,SEX_MLE,,,,,,,11.4 [7.3 - 15.5],11.4201,7.34787,15.50223,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
49096,SA_0000001688,COUNTRY,NLD,EUR,Europe,YEAR,2014,SEX,SEX_FMLE,,,,,,,4.3 [3.0 - 5.7],4.30061,3.00621,5.71556,,2024-06-21T08:49:58Z,2014,2014-01-01,2014-12-31
50262,SA_0000001688,COUNTRY,MEX,AMR,Americas,YEAR,2006,SEX,SEX_BTSX,,,,,,,5.9 [3.5 - 8.5],5.9299,3.49789,8.53554,,2024-06-21T08:49:58Z,2006,2006-01-01,2006-12-31
54074,SA_0000001688,COUNTRY,GHA,AFR,Africa,YEAR,2008,SEX,SEX_MLE,,,,,,,8.0 [3.7 - 12.2],7.95906,3.68856,12.22174,,2024-06-21T08:49:58Z,2008,2008-01-01,2008-12-31
54117,SA_0000001688,COUNTRY,BWA,AFR,Africa,YEAR,2003,SEX,SEX_BTSX,,,,,,,7.0 [4.4 - 9.5],7.00085,4.42586,9.54645,,2024-06-21T08:49:58Z,2003,2003-01-01,2003-12-31
54159,SA_0000001688,COUNTRY,LAO,WPR,Western Pacific,YEAR,2002,SEX,SEX_BTSX,,,,,,,7.4 [4.3 - 10.6],7.38183,4.30368,10.64513,,2024-06-21T08:49:58Z,2002,2002-01-01,2002-12-31
54872,SA_0000001688,UNREGION,143,,,YEAR,2019,SEX,SEX_MLE,,,,,,,5.5 [3.9-7.0],5.4581,3.94741,7.03091,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:54Z,2019,2019-01-01,2019-12-31
55377,SA_0000001688,COUNTRY,LTU,EUR,Europe,YEAR,2010,SEX,SEX_MLE,,,,,,,23.1 [17.6 - 28.7],23.12288,17.59253,28.70942,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
57445,SA_0000001688,COUNTRY,VNM,WPR,Western Pacific,YEAR,2005,SEX,SEX_FMLE,,,,,,,1.9 [0.8 - 3.0],1.90834,0.80324,2.98171,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
57578,SA_0000001688,COUNTRY,LSO,AFR,Africa,YEAR,2005,SEX,SEX_FMLE,,,,,,,1.2 [0.6 - 1.8],1.17387,0.58163,1.82589,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
57875,SA_0000001688,COUNTRY,HTI,AMR,Americas,YEAR,2003,SEX,SEX_BTSX,,,,,,,4.1 [2.4 - 6.0],4.09324,2.35706,6.01232,,2024-06-21T08:49:58Z,2003,2003-01-01,2003-12-31
58505,SA_0000001688,COUNTRY,CHL,AMR,Americas,YEAR,2009,SEX,SEX_FMLE,,,,,,,3.7 [2.5 - 5.0],3.65714,2.4981,4.95899,,2024-06-21T08:49:58Z,2009,2009-01-01,2009-12-31
58852,SA_0000001688,COUNTRY,ATG,AMR,Americas,YEAR,2007,SEX,SEX_BTSX,,,,,,,6.5 [3.4 - 10.0],6.4973,3.35316,9.99116,,2024-06-21T08:49:58Z,2007,2007-01-01,2007-12-31
59152,SA_0000001688,COUNTRY,MOZ,AFR,Africa,YEAR,2003,SEX,SEX_FMLE,,,,,,,0.4 [0.1 - 0.7],0.35049,0.07987,0.71578,,2024-06-21T08:49:58Z,2003,2003-01-01,2003-12-31
59175,SA_0000001688,UNREGION,419,,,YEAR,2000,SEX,SEX_MLE,,,,,,,10.9 [9.1-12.8],10.91947,9.08608,12.80653,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:55Z,2000,2000-01-01,2000-12-31
59438,SA_0000001688,COUNTRY,ZMB,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,,,,,,,3.9 [2.2 - 5.8],3.85176,2.15666,5.75978,,2024-06-21T08:49:58Z,2019,2019-01-01,2019-12-31
60114,SA_0000001688,COUNTRY,CPV,AFR,Africa,YEAR,2003,SEX,SEX_FMLE,,,,,,,2.1 [1.2 - 3.1],2.09691,1.18006,3.09479,,2024-06-21T08:49:58Z,2003,2003-01-01,2003-12-31
61466,SA_0000001688,COUNTRY,DMA,AMR,Americas,YEAR,2017,SEX,SEX_BTSX,,,,,,,6.2 [3.7 - 8.8],6.20703,3.72849,8.84698,,2024-06-21T08:49:58Z,2017,2017-01-01,2017-12-31
62199,SA_0000001688,COUNTRY,ROU,EUR,Europe,YEAR,2013,SEX,SEX_MLE,,,,,,,27.4 [19.9 - 34.8],27.44494,19.93832,34.80624,,2024-06-21T08:49:58Z,2013,2013-01-01,2013-12-31
62852,SA_0000001688,COUNTRY,BHS,AMR,Americas,YEAR,2019,SEX,SEX_FMLE,,,,,,,1.9 [0.1 - 3.7],1.86966,0.11583,3.72121,,2024-06-21T08:49:58Z,2019,2019-01-01,2019-12-31
64336,SA_0000001688,COUNTRY,COK,WPR,Western Pacific,YEAR,2006,SEX,SEX_BTSX,,,,,,,7.0 [3.6 - 10.2],6.96787,3.62951,10.22973,,2024-06-21T08:49:58Z,2006,2006-01-01,2006-12-31
65286,SA_0000001688,COUNTRY,MYS,WPR,Western Pacific,YEAR,2000,SEX,SEX_MLE,,,,,,,1.1 [0.0 - 2.6],1.0657,0,2.58454,,2024-06-21T08:49:58Z,2000,2000-01-01,2000-12-31
68161,SA_0000001688,COUNTRY,KHM,WPR,Western Pacific,YEAR,2008,SEX,SEX_BTSX,,,,,,,3.5 [1.3 - 5.7],3.45886,1.30769,5.69308,,2024-06-21T08:49:58Z,2008,2008-01-01,2008-12-31
69167,SA_0000001688,COUNTRY,PAN,AMR,Americas,YEAR,2013,SEX,SEX_MLE,,,,,,,10.6 [7.0 - 14.5],10.63976,7.00233,14.46897,,2024-06-21T08:49:58Z,2013,2013-01-01,2013-12-31
69319,SA_0000001688,COUNTRY,EST,EUR,Europe,YEAR,2001,SEX,SEX_BTSX,,,,,,,10.5 [6.8 - 14.3],10.45458,6.78927,14.25831,,2024-06-21T08:49:58Z,2001,2001-01-01,2001-12-31
69708,SA_0000001688,COUNTRY,KEN,AFR,Africa,YEAR,2013,SEX,SEX_MLE,,,,,,,4.6 [2.1 - 7.5],4.64897,2.07394,7.46579,,2024-06-21T08:49:58Z,2013,2013-01-01,2013-12-31
70159,SA_0000001688,COUNTRY,ARG,AMR,Americas,YEAR,2014,SEX,SEX_MLE,,,,,,,13.5 [9.5 - 17.6],13.47483,9.5375,17.63428,,2024-06-21T08:49:58Z,2014,2014-01-01,2014-12-31
70169,SA_0000001688,COUNTRY,COL,AMR,Americas,YEAR,2020,SEX,SEX_FMLE,,,,,,,1.6 [0.9 - 2.4],1.62678,0.88908,2.43354,Data is for 2020 only; it is not a three-year average.,2024-06-21T08:49:58Z,2020,2020-01-01,2020-12-31
70916,SA_0000001688,COUNTRY,IRL,EUR,Europe,YEAR,2001,SEX,SEX_BTSX,,,,,,,15.0 [11.4 - 18.6],15.03272,11.43415,18.62941,,2024-06-21T08:49:58Z,2001,2001-01-01,2001-12-31
71604,SA_0000001688,COUNTRY,STP,AFR,Africa,YEAR,2010,SEX,SEX_FMLE,,,,,,,2.5 [1.6 - 3.6],2.54894,1.56154,3.59346,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
73147,SA_0000001688,COUNTRY,DNK,EUR,Europe,YEAR,2000,SEX,SEX_BTSX,,,,,,,11.7 [8.5 - 15.0],11.68806,8.52403,14.9905,,2024-06-21T08:49:58Z,2000,2000-01-01,2000-12-31
73925,SA_0000001688,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2013,SEX,SEX_FMLE,,,,,,,0.5 [0.1 - 0.9],0.47012,0.13691,0.90182,,2024-06-21T08:49:58Z,2013,2013-01-01,2013-12-31
74276,SA_0000001688,COUNTRY,CPV,AFR,Africa,YEAR,2018,SEX,SEX_FMLE,,,,,,,2.6 [1.6 - 3.7],2.62504,1.64912,3.70192,,2024-06-21T08:49:58Z,2018,2018-01-01,2018-12-31
