Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
375380,SA_0000001688,COUNTRY,KWT,EMR,Eastern Mediterranean,YEAR,2011,SEX,SEX_MLE,,,,,,,0.0 [0.0 - 0.0],0,0,0,,2024-06-21T08:49:58Z,2011,2011-01-01,2011-12-31
375383,SA_0000001688,COUNTRY,MLI,AFR,Africa,YEAR,2011,SEX,SEX_MLE,,,,,,,8.0 [4.6 - 11.7],8.01349,4.63351,11.73428,,2024-06-21T08:49:58Z,2011,2011-01-01,2011-12-31
375522,SA_0000001688,COUNTRY,SEN,AFR,Africa,YEAR,2005,SEX,SEX_BTSX,,,,,,,0.5 [0.0 - 1.2],0.47006,0,1.23712,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
375531,SA_0000001688,COUNTRY,SWZ,AFR,Africa,YEAR,2013,SEX,SEX_MLE,,,,,,,13.4 [9.0 - 18.1],13.43072,8.95039,18.05411,,2024-06-21T08:49:58Z,2013,2013-01-01,2013-12-31
376254,SA_0000001688,COUNTRY,USA,AMR,Americas,YEAR,2018,SEX,SEX_MLE,,,,,,,15.0 [10.7 - 19.5],15.02611,10.6587,19.48569,,2024-06-21T08:49:58Z,2018,2018-01-01,2018-12-31
376272,SA_0000001688,COUNTRY,ETH,AFR,Africa,YEAR,2011,SEX,SEX_BTSX,,,,,,,1.8 [0.5 - 3.4],1.8054,0.53502,3.36493,,2024-06-21T08:49:58Z,2011,2011-01-01,2011-12-31
376277,SA_0000001688,COUNTRY,ARE,EMR,Eastern Mediterranean,YEAR,2012,SEX,SEX_MLE,,,,,,,2.6 [1.0 - 4.5],2.60476,0.95712,4.52696,,2024-06-21T08:49:58Z,2012,2012-01-01,2012-12-31
376775,SA_0000001688,COUNTRY,NIC,AMR,Americas,YEAR,2012,SEX,SEX_MLE,,,,,,,6.4 [3.7 - 9.6],6.42447,3.70772,9.5873,,2024-06-21T08:49:58Z,2012,2012-01-01,2012-12-31
378357,SA_0000001688,COUNTRY,ITA,EUR,Europe,YEAR,2017,SEX,SEX_BTSX,,,,,,,7.8 [5.3 - 10.5],7.81356,5.32576,10.52916,,2024-06-21T08:49:58Z,2017,2017-01-01,2017-12-31
379672,SA_0000001688,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2011,SEX,SEX_FMLE,,,,,,,0.4 [0.1 - 0.8],0.44158,0.1267,0.80904,,2024-06-21T08:49:58Z,2011,2011-01-01,2011-12-31
380058,SA_0000001688,COUNTRY,USA,AMR,Americas,YEAR,2010,SEX,SEX_MLE,,,,,,,14.7 [10.4 - 19.2],14.74204,10.40997,19.17821,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
380633,SA_0000001688,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2012,SEX,SEX_MLE,,,,,,,3.0 [0.9 - 5.5],3.02849,0.9093,5.46888,,2024-06-21T08:49:58Z,2012,2012-01-01,2012-12-31
380746,SA_0000001688,COUNTRY,SEN,AFR,Africa,YEAR,2008,SEX,SEX_FMLE,,,,,,,0.1 [0.0 - 0.3],0.12647,0,0.34334,,2024-06-21T08:49:58Z,2008,2008-01-01,2008-12-31
382321,SA_0000001688,COUNTRY,ETH,AFR,Africa,YEAR,2002,SEX,SEX_FMLE,,,,,,,0.3 [0.0 - 0.7],0.34359,0.04845,0.70934,,2024-06-21T08:49:58Z,2002,2002-01-01,2002-12-31
383943,SA_0000001688,COUNTRY,AUT,EUR,Europe,YEAR,2015,SEX,SEX_FMLE,,,,,,,5.6 [4.1 - 7.1],5.5633,4.11817,7.09901,,2024-06-21T08:49:58Z,2015,2015-01-01,2015-12-31
384583,SA_0000001688,COUNTRY,CAN,AMR,Americas,YEAR,2005,SEX,SEX_BTSX,,,,,,,9.8 [6.6 - 12.9],9.75363,6.58967,12.8975,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
386507,SA_0000001688,COUNTRY,URY,AMR,Americas,YEAR,2001,SEX,SEX_MLE,,,,,,,11.1 [7.4 - 15.1],11.11968,7.41508,15.14469,,2024-06-21T08:49:58Z,2001,2001-01-01,2001-12-31
386969,SA_0000001688,COUNTRY,FRA,EUR,Europe,YEAR,2007,SEX,SEX_MLE,,,,,,,20.1 [14.6 - 25.7],20.13389,14.57073,25.70511,,2024-06-21T08:49:58Z,2007,2007-01-01,2007-12-31
388028,SA_0000001688,COUNTRY,GMB,AFR,Africa,YEAR,2004,SEX,SEX_MLE,,,,,,,6.7 [3.4 - 10.2],6.70928,3.40593,10.20002,,2024-06-21T08:49:58Z,2004,2004-01-01,2004-12-31
388048,SA_0000001688,COUNTRY,BEN,AFR,Africa,YEAR,2009,SEX,SEX_BTSX,,,,,,,4.6 [2.3 - 7.0],4.61515,2.27912,6.996,,2024-06-21T08:49:58Z,2009,2009-01-01,2009-12-31
388085,SA_0000001688,COUNTRY,ISL,EUR,Europe,YEAR,2005,SEX,SEX_FMLE,,,,,,,3.5 [2.3 - 4.6],3.45296,2.3259,4.59947,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
388215,SA_0000001688,COUNTRY,FIN,EUR,Europe,YEAR,2019,SEX,SEX_MLE,,,,,,,14.4 [10.1 - 18.7],14.37754,10.07604,18.70346,,2024-06-21T08:49:58Z,2019,2019-01-01,2019-12-31
389772,SA_0000001688,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2017,SEX,SEX_FMLE,,,,,,,0.7 [0.3 - 1.2],0.69166,0.27104,1.16241,,2024-06-21T08:49:58Z,2017,2017-01-01,2017-12-31
391949,SA_0000001688,COUNTRY,SVN,EUR,Europe,YEAR,2001,SEX,SEX_FMLE,,,,,,,5.3 [3.9 - 6.8],5.33462,3.88882,6.84623,,2024-06-21T08:49:58Z,2001,2001-01-01,2001-12-31
392758,SA_0000001688,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2013,SEX,SEX_MLE,,,,,,,5.0 [2.5 - 7.7],4.96778,2.47293,7.7441700000000004,,2024-06-21T08:49:58Z,2013,2013-01-01,2013-12-31
392951,SA_0000001688,COUNTRY,SGP,WPR,Western Pacific,YEAR,2000,SEX,SEX_FMLE,,,,,,,1.0 [0.4 - 1.7],0.96364,0.35955,1.66536,,2024-06-21T08:49:58Z,2000,2000-01-01,2000-12-31
393298,SA_0000001688,COUNTRY,TGO,AFR,Africa,YEAR,2002,SEX,SEX_FMLE,,,,,,,0.5 [0.1 - 1.0],0.53416,0.13789,1.00798,,2024-06-21T08:49:58Z,2002,2002-01-01,2002-12-31
395740,SA_0000001688,COUNTRY,BWA,AFR,Africa,YEAR,2009,SEX,SEX_MLE,,,,,,,12.7 [8.4 - 17.1],12.66722,8.41684,17.06349,,2024-06-21T08:49:58Z,2009,2009-01-01,2009-12-31
396081,SA_0000001688,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2007,SEX,SEX_BTSX,,,,,,,0.3 [0.0 - 0.9],0.297,0,0.90628,,2024-06-21T08:49:58Z,2007,2007-01-01,2007-12-31
396133,SA_0000001688,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2008,SEX,SEX_BTSX,,,,,,,0.2 [0.0 - 0.7],0.16488,0,0.71334,,2024-06-21T08:49:58Z,2008,2008-01-01,2008-12-31
396830,SA_0000001688,COUNTRY,CAF,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,,,,,,,2.0 [0.8 - 3.4],1.98657,0.76562,3.36859,,2024-06-21T08:49:58Z,2019,2019-01-01,2019-12-31
396844,SA_0000001688,COUNTRY,KIR,WPR,Western Pacific,YEAR,2007,SEX,SEX_FMLE,,,,,,,0.4 [0.0 - 0.9],0.35854,0,0.9246,,2024-06-21T08:49:58Z,2007,2007-01-01,2007-12-31
397792,SA_0000001688,COUNTRY,MDA,EUR,Europe,YEAR,2012,SEX,SEX_BTSX,,,,,,,12.4 [8.6 - 16.4],12.44088,8.55154,16.43376,,2024-06-21T08:49:58Z,2012,2012-01-01,2012-12-31
398860,SA_0000001688,COUNTRY,NZL,WPR,Western Pacific,YEAR,2001,SEX,SEX_FMLE,,,,,,,4.6 [3.2 - 6.2],4.6003,3.202,6.17353,,2024-06-21T08:49:58Z,2001,2001-01-01,2001-12-31
398892,SA_0000001688,UNREGION,199,,,YEAR,2010,SEX,SEX_MLE,,,,,,,4.4 [3.9-5.0],4.41158,3.88108,5.04565,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:55Z,2010,2010-01-01,2010-12-31
400780,SA_0000001688,COUNTRY,CAF,AFR,Africa,YEAR,2009,SEX,SEX_BTSX,,,,,,,2.4 [1.0 - 4.0],2.41624,0.99758,3.97758,,2024-06-21T08:49:58Z,2009,2009-01-01,2009-12-31
401081,SA_0000001688,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2004,SEX,SEX_BTSX,,,,,,,2.3 [0.6 - 4.2],2.2858,0.57281,4.18802,,2024-06-21T08:49:58Z,2004,2004-01-01,2004-12-31
402774,SA_0000001688,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2004,SEX,SEX_MLE,,,,,,,3.6 [0.9 - 6.6],3.5858,0.89784,6.58409,,2024-06-21T08:49:58Z,2004,2004-01-01,2004-12-31
403220,SA_0000001688,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2009,SEX,SEX_BTSX,,,,,,,0.1 [0.0 - 0.5],0.1282,0,0.48352,,2024-06-21T08:49:58Z,2009,2009-01-01,2009-12-31
403644,SA_0000001688,COUNTRY,SUR,AMR,Americas,YEAR,2015,SEX,SEX_MLE,,,,,,,9.2 [5.7 - 12.8],9.2262,5.67089,12.80107,,2024-06-21T08:49:58Z,2015,2015-01-01,2015-12-31
403674,SA_0000001688,COUNTRY,CAF,AFR,Africa,YEAR,2008,SEX,SEX_BTSX,,,,,,,2.4 [1.0 - 4.0],2.39495,1.01814,3.96275,,2024-06-21T08:49:58Z,2008,2008-01-01,2008-12-31
403943,SA_0000001688,COUNTRY,HRV,EUR,Europe,YEAR,2006,SEX,SEX_FMLE,,,,,,,4.1 [2.4 - 5.9],4.07207,2.40752,5.89618,,2024-06-21T08:49:58Z,2006,2006-01-01,2006-12-31
404059,SA_0000001688,COUNTRY,COG,AFR,Africa,YEAR,2006,SEX,SEX_BTSX,,,,,,,3.3 [1.6 - 5.1],3.33329,1.59618,5.0985,,2024-06-21T08:49:58Z,2006,2006-01-01,2006-12-31
404768,SA_0000001688,COUNTRY,URY,AMR,Americas,YEAR,2000,SEX,SEX_BTSX,,,,,,,7.0 [4.6 - 9.5],6.97211,4.62458,9.45218,,2024-06-21T08:49:58Z,2000,2000-01-01,2000-12-31
405003,SA_0000001688,COUNTRY,NRU,WPR,Western Pacific,YEAR,2007,SEX,SEX_MLE,,,,,,,4.5 [2.1 - 7.1],4.48835,2.0983,7.11872,,2024-06-21T08:49:58Z,2007,2007-01-01,2007-12-31
405639,SA_0000001688,COUNTRY,ALB,EUR,Europe,YEAR,2001,SEX,SEX_FMLE,,,,,,,1.7 [0.9 - 2.5],1.6685,0.90674,2.51853,,2024-06-21T08:49:58Z,2001,2001-01-01,2001-12-31
405796,SA_0000001688,COUNTRY,ZAF,AFR,Africa,YEAR,2001,SEX,SEX_MLE,,,,,,,15.8 [10.8 - 21.0],15.76148,10.79886,21.02131,,2024-06-21T08:49:58Z,2001,2001-01-01,2001-12-31
405903,SA_0000001688,COUNTRY,SEN,AFR,Africa,YEAR,2009,SEX,SEX_BTSX,,,,,,,0.4 [0.0 - 1.2],0.43435,0,1.16114,,2024-06-21T08:49:58Z,2009,2009-01-01,2009-12-31
406390,SA_0000001688,COUNTRY,BEL,EUR,Europe,YEAR,2011,SEX,SEX_FMLE,,,,,,,5.1 [3.7 - 6.6],5.12392,3.70648,6.61883,,2024-06-21T08:49:58Z,2011,2011-01-01,2011-12-31
406394,SA_0000001688,COUNTRY,RWA,AFR,Africa,YEAR,2002,SEX,SEX_MLE,,,,,,,2.4 [0.6 - 4.6],2.42846,0.62957,4.59309,,2024-06-21T08:49:58Z,2002,2002-01-01,2002-12-31
406584,SA_0000001688,COUNTRY,MLI,AFR,Africa,YEAR,2020,SEX,SEX_BTSX,,,,,,,5.3 [3.3 - 7.6],5.32274,3.29291,7.57953,Data is for 2020 only; it is not a three-year average.,2024-06-21T08:49:58Z,2020,2020-01-01,2020-12-31
408639,SA_0000001688,COUNTRY,COG,AFR,Africa,YEAR,2000,SEX,SEX_FMLE,,,,,,,1.2 [0.5 - 1.9],1.18583,0.54963,1.89951,,2024-06-21T08:49:58Z,2000,2000-01-01,2000-12-31
409893,SA_0000001688,COUNTRY,ARG,AMR,Americas,YEAR,2008,SEX,SEX_FMLE,,,,,,,3.4 [2.2 - 4.6],3.36955,2.2363,4.57699,,2024-06-21T08:49:58Z,2008,2008-01-01,2008-12-31
410121,SA_0000001688,COUNTRY,NRU,WPR,Western Pacific,YEAR,2006,SEX,SEX_BTSX,,,,,,,2.6 [1.2 - 4.1],2.56484,1.15118,4.10637,,2024-06-21T08:49:58Z,2006,2006-01-01,2006-12-31
411171,SA_0000001688,COUNTRY,NRU,WPR,Western Pacific,YEAR,2011,SEX,SEX_MLE,,,,,,,7.7 [4.4 - 11.0],7.7032,4.37604,11.0051,,2024-06-21T08:49:58Z,2011,2011-01-01,2011-12-31
411528,SA_0000001688,REGION,EUR,,,YEAR,2010,SEX,SEX_BTSX,,,,,,,10.2 [9.4 - 11.0],10.19136,9.37144,11.00917,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
411654,SA_0000001688,COUNTRY,USA,AMR,Americas,YEAR,2018,SEX,SEX_FMLE,,,,,,,4.3 [3.0 - 5.6],4.28926,3.044,5.64403,,2024-06-21T08:49:58Z,2018,2018-01-01,2018-12-31
411677,SA_0000001688,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2002,SEX,SEX_FMLE,,,,,,,0.6 [0.2 - 1.1],0.58892,0.16592,1.07057,,2024-06-21T08:49:58Z,2002,2002-01-01,2002-12-31
412545,SA_0000001688,UNREGION,61,,,YEAR,2015,SEX,SEX_MLE,,,,,,,3.5 [2.0-5.4],3.54359,2.00151,5.35731,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:53Z,2015,2015-01-01,2015-12-31
413855,SA_0000001688,COUNTRY,IDN,SEAR,South-East Asia,YEAR,2019,SEX,SEX_BTSX,,,,,,,0.1 [0.0 - 0.5],0.11037,0,0.46128,,2024-06-21T08:49:58Z,2019,2019-01-01,2019-12-31
414774,SA_0000001688,COUNTRY,MNG,WPR,Western Pacific,YEAR,2020,SEX,SEX_MLE,,,,,,,12.4 [8.1 - 16.6],12.35023,8.10264,16.64137,Data is for 2020 only; it is not a three-year average.,2024-06-21T08:49:58Z,2020,2020-01-01,2020-12-31
415021,SA_0000001688,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2010,SEX,SEX_MLE,,,,,,,0.0 [0.0 - 0.1],0.00672,0,0.11428,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
415938,SA_0000001688,COUNTRY,UGA,AFR,Africa,YEAR,2004,SEX,SEX_FMLE,,,,,,,7.0 [5.2 - 8.9],6.95975,5.19788,8.89218,,2024-06-21T08:49:58Z,2004,2004-01-01,2004-12-31
416692,SA_0000001688,COUNTRY,PHL,WPR,Western Pacific,YEAR,2004,SEX,SEX_BTSX,,,,,,,5.7 [3.5 - 8.1],5.73583,3.48665,8.12331,,2024-06-21T08:49:58Z,2004,2004-01-01,2004-12-31
417026,SA_0000001688,COUNTRY,TUV,WPR,Western Pacific,YEAR,2005,SEX,SEX_MLE,,,,,,,3.0 [1.1 - 5.1],3.02851,1.06435,5.12838,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
417462,SA_0000001688,COUNTRY,PAN,AMR,Americas,YEAR,2002,SEX,SEX_FMLE,,,,,,,2.1 [1.3 - 3.0],2.06472,1.2865,2.97382,,2024-06-21T08:49:58Z,2002,2002-01-01,2002-12-31
417787,SA_0000001688,COUNTRY,TCD,AFR,Africa,YEAR,2012,SEX,SEX_FMLE,,,,,,,1.4 [0.5 - 2.3],1.37477,0.49373,2.27354,,2024-06-21T08:49:58Z,2012,2012-01-01,2012-12-31
419241,SA_0000001688,COUNTRY,CMR,AFR,Africa,YEAR,2000,SEX,SEX_FMLE,,,,,,,4.4 [2.8 - 6.1],4.41826,2.82418,6.11692,,2024-06-21T08:49:58Z,2000,2000-01-01,2000-12-31
419735,SA_0000001688,COUNTRY,CAN,AMR,Americas,YEAR,2013,SEX,SEX_BTSX,,,,,,,10.0 [6.9 - 13.2],10.0495,6.85868,13.17063,,2024-06-21T08:49:58Z,2013,2013-01-01,2013-12-31
419883,SA_0000001688,COUNTRY,ECU,AMR,Americas,YEAR,2012,SEX,SEX_FMLE,,,,,,,1.9 [1.1 - 2.8],1.93886,1.10567,2.83394,,2024-06-21T08:49:58Z,2012,2012-01-01,2012-12-31
421943,SA_0000001688,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,2001,SEX,SEX_MLE,,,,,,,1.2 [0.0 - 2.7],1.15586,0.04914,2.66532,,2024-06-21T08:49:58Z,2001,2001-01-01,2001-12-31
422481,SA_0000001688,COUNTRY,STP,AFR,Africa,YEAR,2020,SEX,SEX_MLE,,,,,,,7.6 [4.5 - 11.5],7.61121,4.46699,11.51815,Data is for 2020 only; it is not a three-year average.,2024-06-21T08:49:58Z,2020,2020-01-01,2020-12-31
424128,SA_0000001688,COUNTRY,BDI,AFR,Africa,YEAR,2013,SEX,SEX_FMLE,,,,,,,1.5 [0.8 - 2.4],1.539,0.82151,2.36085,,2024-06-21T08:49:58Z,2013,2013-01-01,2013-12-31
424449,SA_0000001688,UNREGION,61,,,YEAR,2015,SEX,SEX_FMLE,,,,,,,0.8 [0.4-1.1],0.75281,0.44307,1.12352,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:53Z,2015,2015-01-01,2015-12-31
424915,SA_0000001688,COUNTRY,ETH,AFR,Africa,YEAR,2009,SEX,SEX_MLE,,,,,,,2.7 [0.6 - 5.2],2.70637,0.64394,5.23083,,2024-06-21T08:49:58Z,2009,2009-01-01,2009-12-31
427287,SA_0000001688,COUNTRY,MWI,AFR,Africa,YEAR,2010,SEX,SEX_FMLE,,,,,,,1.3 [0.5 - 2.1],1.27807,0.54242,2.06999,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
427367,SA_0000001688,COUNTRY,ARE,EMR,Eastern Mediterranean,YEAR,2005,SEX,SEX_FMLE,,,,,,,0.3 [0.1 - 0.7],0.31887,0.0951,0.65423,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
428462,SA_0000001688,COUNTRY,BLR,EUR,Europe,YEAR,2006,SEX,SEX_FMLE,,,,,,,6.1 [4.5 - 7.7],6.11195,4.53535,7.65753,,2024-06-21T08:49:58Z,2006,2006-01-01,2006-12-31
428510,SA_0000001688,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2005,SEX,SEX_FMLE,,,,,,,0.0 [0.0 - 0.0],5.9e-4,0,0.01241,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
429107,SA_0000001688,COUNTRY,RUS,EUR,Europe,YEAR,2008,SEX,SEX_FMLE,,,,,,,5.9 [4.3 - 7.6],5.94407,4.34095,7.55389,,2024-06-21T08:49:58Z,2008,2008-01-01,2008-12-31
429467,SA_0000001688,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2000,SEX,SEX_MLE,,,,,,,0.0 [0.0 - 0.0],0,0,0,,2024-06-21T08:49:58Z,2000,2000-01-01,2000-12-31
430388,SA_0000001688,COUNTRY,TUV,WPR,Western Pacific,YEAR,2005,SEX,SEX_BTSX,,,,,,,1.8 [0.6 - 3.1],1.80488,0.6361,3.05642,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
430614,SA_0000001688,COUNTRY,BHS,AMR,Americas,YEAR,2006,SEX,SEX_BTSX,,,,,,,4.8 [0.4 - 8.9],4.82201,0.36807,8.93632,,2024-06-21T08:49:58Z,2006,2006-01-01,2006-12-31
431070,SA_0000001688,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2014,SEX,SEX_MLE,,,,,,,0.8 [0.0 - 2.0],0.83659,0.03731,1.96583,,2024-06-21T08:49:58Z,2014,2014-01-01,2014-12-31
431476,SA_0000001688,COUNTRY,SYC,AFR,Africa,YEAR,2004,SEX,SEX_BTSX,,,,,,,7.9 [4.7 - 11.1],7.90783,4.71284,11.07212,,2024-06-21T08:49:58Z,2004,2004-01-01,2004-12-31
431916,SA_0000001688,COUNTRY,TCD,AFR,Africa,YEAR,2018,SEX,SEX_MLE,,,,,,,6.3 [2.1 - 10.6],6.29603,2.05129,10.63132,,2024-06-21T08:49:58Z,2018,2018-01-01,2018-12-31
432432,SA_0000001688,COUNTRY,COG,AFR,Africa,YEAR,2009,SEX,SEX_MLE,,,,,,,6.9 [3.8 - 10.2],6.91216,3.76259,10.18295,,2024-06-21T08:49:58Z,2009,2009-01-01,2009-12-31
432585,SA_0000001688,UNREGION,154,,,YEAR,2019,SEX,SEX_FMLE,,,,,,,4.8 [3.9-5.7],4.75751,3.85458,5.73683,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:54Z,2019,2019-01-01,2019-12-31
433122,SA_0000001688,COUNTRY,COK,WPR,Western Pacific,YEAR,2020,SEX,SEX_BTSX,,,,,,,9.8 [6.0 - 13.8],9.81635,6.004,13.81758,Data is for 2020 only; it is not a three-year average.,2024-06-21T08:49:58Z,2020,2020-01-01,2020-12-31
434153,SA_0000001688,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2013,SEX,SEX_BTSX,,,,,,,2.1 [0.6 - 3.8],2.0827,0.62769,3.80277,,2024-06-21T08:49:58Z,2013,2013-01-01,2013-12-31
434170,SA_0000001688,COUNTRY,NGA,AFR,Africa,YEAR,2010,SEX,SEX_MLE,,,,,,,8.4 [4.8 - 12.3],8.4234000000000009,4.7897,12.27416,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
436254,SA_0000001688,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2002,SEX,SEX_BTSX,,,,,,,0.0 [0.0 - 0.3],0.03003,0,0.25425,,2024-06-21T08:49:58Z,2002,2002-01-01,2002-12-31
437119,SA_0000001688,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2008,SEX,SEX_BTSX,,,,,,,0.0 [0.0 - 0.1],0.00375,0,0.06619,,2024-06-21T08:49:58Z,2008,2008-01-01,2008-12-31
438348,SA_0000001688,COUNTRY,NRU,WPR,Western Pacific,YEAR,2011,SEX,SEX_FMLE,,,,,,,1.7 [1.0 - 2.5],1.72725,0.97279,2.4973,,2024-06-21T08:49:58Z,2011,2011-01-01,2011-12-31
439031,SA_0000001688,UNREGION,145,,,YEAR,2000,SEX,SEX_MLE,,,,,,,2.9 [1.9-4.1],2.88154,1.85288,4.0682,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:54Z,2000,2000-01-01,2000-12-31
439711,SA_0000001688,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2005,SEX,SEX_MLE,,,,,,,0.3 [0.0 - 1.0],0.27551,0,1.00963,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
443082,SA_0000001688,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2014,SEX,SEX_FMLE,,,,,,,0.3 [0.1 - 0.6],0.27835,0.05949,0.64245,,2024-06-21T08:49:58Z,2014,2014-01-01,2014-12-31
444427,SA_0000001688,COUNTRY,PRY,AMR,Americas,YEAR,2007,SEX,SEX_FMLE,,,,,,,2.8 [1.8 - 4.0],2.83234,1.82989,3.96296,,2024-06-21T08:49:58Z,2007,2007-01-01,2007-12-31
444933,SA_0000001688,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,2017,SEX,SEX_BTSX,,,,,,,0.2 [0.0 - 0.8],0.24213,0,0.77552,,2024-06-21T08:49:58Z,2017,2017-01-01,2017-12-31
445413,SA_0000001688,COUNTRY,KGZ,EUR,Europe,YEAR,2004,SEX,SEX_FMLE,,,,,,,2.1 [1.4 - 2.9],2.11844,1.36563,2.93205,,2024-06-21T08:49:58Z,2004,2004-01-01,2004-12-31
445438,SA_0000001688,COUNTRY,CRI,AMR,Americas,YEAR,2002,SEX,SEX_BTSX,,,,,,,4.5 [2.6 - 6.6],4.53552,2.59151,6.56787,,2024-06-21T08:49:58Z,2002,2002-01-01,2002-12-31
446102,SA_0000001688,COUNTRY,ZAF,AFR,Africa,YEAR,2010,SEX,SEX_FMLE,,,,,,,3.0 [2.0 - 4.1],3.0188,2.02296,4.1216,,2024-06-21T08:49:58Z,2010,2010-01-01,2010-12-31
447548,SA_0000001688,COUNTRY,ZWE,AFR,Africa,YEAR,2008,SEX,SEX_BTSX,,,,,,,2.6 [1.1 - 4.4],2.63426,1.11681,4.3581,,2024-06-21T08:49:58Z,2008,2008-01-01,2008-12-31
448486,SA_0000001688,COUNTRY,CHE,EUR,Europe,YEAR,2006,SEX,SEX_MLE,,,,,,,18.3 [13.4 - 23.2],18.2636,13.41952,23.24748,,2024-06-21T08:49:58Z,2006,2006-01-01,2006-12-31
449289,SA_0000001688,COUNTRY,STP,AFR,Africa,YEAR,2016,SEX,SEX_MLE,,,,,,,8.4 [5.1 - 11.9],8.44819,5.06621,11.88887,,2024-06-21T08:49:58Z,2016,2016-01-01,2016-12-31
449634,SA_0000001688,COUNTRY,CAF,AFR,Africa,YEAR,2018,SEX,SEX_FMLE,,,,,,,0.8 [0.3 - 1.4],0.78987,0.30551,1.36936,,2024-06-21T08:49:58Z,2018,2018-01-01,2018-12-31
450054,SA_0000001688,COUNTRY,ARM,EUR,Europe,YEAR,2011,SEX,SEX_FMLE,,,,,,,2.2 [1.3 - 3.2],2.18746,1.28745,3.18532,,2024-06-21T08:49:58Z,2011,2011-01-01,2011-12-31
450138,SA_0000001688,COUNTRY,FSM,WPR,Western Pacific,YEAR,2012,SEX,SEX_BTSX,,,,,,,2.8 [1.1 - 4.5],2.76857,1.14188,4.51992,,2024-06-21T08:49:58Z,2012,2012-01-01,2012-12-31
451958,SA_0000001688,UNREGION,753,,,YEAR,2000,SEX,SEX_FMLE,,,,,,,1.6 [1.1-2.1],1.57377,1.11028,2.11425,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:56Z,2000,2000-01-01,2000-12-31
452310,SA_0000001688,COUNTRY,IND,SEAR,South-East Asia,YEAR,2019,SEX,SEX_MLE,,,,,,,8.1 [4.4 - 12.1],8.10305,4.37118,12.10221,,2024-06-21T08:49:58Z,2019,2019-01-01,2019-12-31
452762,SA_0000001688,COUNTRY,BDI,AFR,Africa,YEAR,2005,SEX,SEX_BTSX,,,,,,,6.4 [3.9 - 8.9],6.38538,3.91853,8.88964,,2024-06-21T08:49:58Z,2005,2005-01-01,2005-12-31
453138,SA_0000001688,COUNTRY,KNA,AMR,Americas,YEAR,2015,SEX,SEX_MLE,,,,,,,9.9 [4.3 - 15.6],9.88053,4.28535,15.60741,,2024-06-21T08:49:58Z,2015,2015-01-01,2015-12-31
453144,SA_0000001688,COUNTRY,ESP,EUR,Europe,YEAR,2009,SEX,SEX_BTSX,,,,,,,10.0 [7.1 - 13.0],10.01447,7.13652,13.01985,,2024-06-21T08:49:58Z,2009,2009-01-01,2009-12-31
